geneid,GOid
Tatro_004733-T1,GO:0004553;GO:0005975
Tatro_010928-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_010101-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_003953-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_004234-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001040-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_010780-T1,GO:0016491;GO:0008152
Tatro_008110-T1,GO:0016462;GO:0006177;GO:0005524;GO:0003922;GO:0006164
Tatro_000817-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_009750-T1,GO:0008270
Tatro_011398-T1,GO:0004553;GO:0005975
Tatro_006174-T1,GO:0033588
Tatro_006495-T1,GO:0004084;GO:0003824;GO:0009081;GO:0008152
Tatro_008718-T1,GO:0005515;GO:0008270
Tatro_007548-T1,GO:0003676;GO:0000166
Tatro_001882-T1,GO:0003824;GO:0043169
Tatro_001535-T1,GO:0016021;GO:0055085
Tatro_011976-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_004678-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_005117-T1,GO:0004553;GO:0005975
Tatro_004953-T1,GO:0003824;GO:0004802;GO:0008152
Tatro_006705-T1,GO:0016021;GO:0055085
Tatro_009176-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_010997-T1,GO:0004408;GO:0005739
Tatro_001775-T1,GO:0005634;GO:0003676
Tatro_002197-T1,GO:0005515
Tatro_007292-T1,GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_001348-T1,GO:0005515;GO:0008270
Tatro_006443-T1,GO:0006807;GO:0016810
Tatro_005854-T1,GO:0016628;GO:0055114;GO:0016020
Tatro_002079-T1,GO:0003824;GO:0004560
Tatro_001473-T1,GO:0005488
Tatro_004408-T1,GO:0010181;GO:0003824;GO:0016491;GO:0055114
Tatro_011771-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_010032-T1,GO:0009982;GO:0001522;GO:0009451;GO:0003723
Tatro_004722-T1,GO:0004553;GO:0005975
Tatro_010145-T1,GO:0016491;GO:0008152
Tatro_004707-T1,GO:0016021;GO:0055085
Tatro_011020-T1,GO:0005515
Tatro_009902-T1,GO:0016021;GO:0055085
Tatro_005075-T1,GO:0016021
Tatro_009948-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_004723-T1,GO:0003824;GO:0005975;GO:0004553;GO:0030246
Tatro_006620-T1,GO:0004014;GO:0006597;GO:0008295
Tatro_003116-T1,GO:0006355
Tatro_011858-T1,GO:0005975
Tatro_001336-T1,GO:0006396;GO:0003723
Tatro_003047-T1,GO:0005515
Tatro_007723-T1,GO:0030983;GO:0005524;GO:0006298
Tatro_005733-T1,GO:0016021;GO:0006481;GO:0004671;GO:0005783
Tatro_003324-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_001097-T1,GO:0003676;GO:0000166
Tatro_004441-T1,GO:0046872;GO:0003676;GO:0008270
Tatro_008544-T1,GO:0005524
Tatro_001974-T1,GO:0004707;GO:0004672;GO:0006468;GO:0005524
Tatro_006635-T1,GO:0016491;GO:0008152
Tatro_009117-T1,GO:0006886;GO:0006505;GO:0016788;GO:0005524
Tatro_002124-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_010466-T1,GO:0003676
Tatro_009206-T1,GO:0016491;GO:0008152
Tatro_000542-T1,GO:0005515;GO:0008270;GO:0005680;GO:0004842
Tatro_010229-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_001850-T1,GO:0003676;GO:0000166
Tatro_003499-T1,GO:0016491;GO:0008152
Tatro_004294-T1,GO:0003723;GO:0003676
Tatro_002836-T1,GO:0016021;GO:0055085
Tatro_009560-T1,GO:0018293;GO:0005739
Tatro_008560-T1,GO:0004553;GO:0005975
Tatro_000494-T1,GO:0008270
Tatro_009980-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001079-T1,GO:0016846;GO:0008152
Tatro_002148-T1,GO:0007166;GO:0016020;GO:0004888
Tatro_003284-T1,GO:0019722
Tatro_011911-T1,GO:0003824;GO:0008152
Tatro_003579-T1,GO:0030915;GO:0006281
Tatro_000584-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0016021
Tatro_004693-T1,GO:0005506;GO:0020037;GO:0016705;GO:0055114
Tatro_011387-T1,GO:0016021;GO:0055085
Tatro_006035-T1,GO:0005515
Tatro_000217-T1,GO:0004523;GO:0003676
Tatro_001897-T1,GO:0016812;GO:0016787;GO:0019856;GO:0004151
Tatro_005796-T1,GO:0003779
Tatro_008956-T1,GO:0005524;GO:0051082;GO:0006457
Tatro_004320-T1,GO:0008168
Tatro_011101-T1,GO:0005515
Tatro_011514-T1,GO:0016021;GO:0055085
Tatro_008936-T1,GO:0055085
Tatro_004672-T1,GO:0016787
Tatro_000469-T1,GO:0003824;GO:0030170;GO:0009058
Tatro_011081-T1,GO:0016021;GO:0055085
Tatro_009583-T1,GO:0030246;GO:0005975
Tatro_007625-T1,GO:0046872
Tatro_010680-T1,GO:0006260;GO:0003887;GO:0003677
Tatro_009158-T1,GO:0004553;GO:0005975
Tatro_001469-T1,GO:0003824;GO:0009116;GO:0043531
Tatro_011917-T1,GO:0016491;GO:0008152
Tatro_001951-T1,GO:0055114;GO:0016491
Tatro_002081-T1,GO:0003824;GO:0008152
Tatro_010150-T1,GO:0006066;GO:0004026
Tatro_006993-T1,GO:0046872;GO:0003676
Tatro_005639-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_010625-T1,GO:0016021;GO:0055085
Tatro_010902-T1,GO:0016712;GO:0005506;GO:0004497;GO:0055114;GO:0020037;GO:0016705
Tatro_009633-T1,GO:0003824;GO:0055114;GO:0018580
Tatro_011478-T1,GO:0032259;GO:0005515;GO:0008168
Tatro_006903-T1,GO:0006886;GO:0008536;GO:0005488
Tatro_011763-T1,GO:0005515
Tatro_003512-T1,GO:0008152;GO:0008168
Tatro_006916-T1,GO:0004553;GO:0005975
Tatro_004471-T1,GO:0006998;GO:0031965;GO:0006406;GO:0006611
Tatro_003597-T1,GO:0033180;GO:0015991;GO:0034220;GO:0046961
Tatro_000326-T1,GO:0005488
Tatro_010246-T1,GO:0003824
Tatro_009561-T1,GO:0003677
Tatro_008358-T1,GO:0055085;GO:0016020;GO:0006810;GO:0003333;GO:0015171
Tatro_004086-T1,GO:0005506;GO:0016491;GO:0031418;GO:0055114;GO:0016705
Tatro_002212-T1,GO:0003824;GO:0004631;GO:0009116;GO:0016491;GO:0050660;GO:0055114;GO:0006695;GO:0005737;GO:0016614
Tatro_000444-T1,GO:0003824;GO:0000287;GO:0006096;GO:0030955;GO:0004743
Tatro_000625-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_009541-T1,GO:0003824;GO:0008152
Tatro_009319-T1,GO:0055114;GO:0016491
Tatro_009120-T1,GO:0005515
Tatro_006466-T1,GO:0055114;GO:0016491
Tatro_010173-T1,GO:0016491;GO:0008152
Tatro_001312-T1,GO:0005524
Tatro_001466-T1,GO:0005515;GO:0008270
Tatro_000358-T1,GO:0016787
Tatro_007455-T1,GO:0006106;GO:0006099;GO:0016829;GO:0003824;GO:0004333;GO:0045239
Tatro_009205-T1,GO:0016021;GO:0055085
Tatro_011393-T1,GO:0003824;GO:0016829;GO:0008152
Tatro_004822-T1,GO:0005779;GO:0016559
Tatro_000746-T1,GO:0048193;GO:0070273
Tatro_011968-T1,GO:0003824;GO:0016810;GO:0005975
Tatro_003098-T1,GO:0006412;GO:0005622;GO:0005840;GO:0003735
Tatro_002988-T1,GO:0055114;GO:0016491
Tatro_009159-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_000451-T1,GO:0005388;GO:0046872;GO:0016020;GO:0070588;GO:0005524;GO:0016021;GO:0000166
Tatro_006141-T1,GO:0004553;GO:0005975
Tatro_010422-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_009824-T1,GO:0016757
Tatro_002427-T1,GO:0008380;GO:0005681
Tatro_002999-T1,GO:0015934;GO:0006412;GO:0003735
Tatro_004291-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_000931-T1,GO:0045263;GO:0015986;GO:0015078;GO:0033177;GO:0015991
Tatro_005897-T1,GO:0016491;GO:0008152
Tatro_003850-T1,GO:0006979
Tatro_006404-T1,GO:0005524
Tatro_009981-T1,GO:0003824;GO:0003855
Tatro_004783-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_010079-T1,GO:0004057;GO:0016598
Tatro_007376-T1,GO:0055114;GO:0016491
Tatro_004545-T1,GO:0016813;GO:0016787;GO:0008152
Tatro_000291-T1,GO:0005515;GO:0055114;GO:0016614;GO:0016491
Tatro_011934-T1,GO:0005515
Tatro_011981-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_002679-T1,GO:0003824;GO:0008152
Tatro_003055-T1,GO:0046872;GO:0003677;GO:0006351;GO:0005634;GO:0008270;GO:0003676
Tatro_003821-T1,GO:0016787
Tatro_001128-T1,GO:0005956;GO:0019887
Tatro_006410-T1,GO:0006388;GO:0004518;GO:0003676;GO:0000213
Tatro_006173-T1,GO:0016021;GO:0016192;GO:0006810
Tatro_008981-T1,GO:0008080
Tatro_006673-T1,GO:0005524
Tatro_011831-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_010652-T1,GO:0003677
Tatro_011817-T1,GO:0005215;GO:0016020;GO:0006810
Tatro_000126-T1,GO:0016491
Tatro_000031-T1,GO:0005515
Tatro_004674-T1,GO:0016021;GO:0055085
Tatro_007833-T1,GO:0005524
Tatro_010829-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001351-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_006647-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_002510-T1,GO:0003824
Tatro_002176-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_007263-T1,GO:0006412;GO:0005840;GO:0003735
Tatro_009605-T1,GO:0016020
Tatro_001967-T1,GO:0030529;GO:0042254
Tatro_010203-T1,GO:0016491;GO:0008152
Tatro_007641-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_006718-T1,GO:0003723;GO:0003676
Tatro_006304-T1,GO:0016620;GO:0016491;GO:0008152;GO:0055114
Tatro_006568-T1,GO:0005215;GO:0008289;GO:0006810
Tatro_003675-T1,GO:0004871;GO:0031683;GO:0001664;GO:0005525;GO:0007186;GO:0003924;GO:0007165;GO:0007189;GO:0019001
Tatro_010159-T1,GO:0008237
Tatro_009413-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_004177-T1,GO:0016021;GO:0055085
Tatro_006353-T1,GO:0004525;GO:0006396;GO:0003723
Tatro_006034-T1,GO:0005839;GO:0004298;GO:0051603;GO:0004175
Tatro_010277-T1,GO:0004553;GO:0005975
Tatro_007690-T1,GO:0005634
Tatro_002325-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_000858-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_000619-T1,GO:0005506;GO:0020037;GO:0016705;GO:0055114
Tatro_003373-T1,GO:0006412;GO:0005840;GO:0005622;GO:0003735
Tatro_006083-T1,GO:0016787
Tatro_004676-T1,GO:0006508;GO:0004190
Tatro_003240-T1,GO:0006099;GO:0006101;GO:0004108;GO:0046912
Tatro_000592-T1,GO:0004553;GO:0005975
Tatro_000045-T1,GO:0005515;GO:0016560;GO:0005777;GO:0016021
Tatro_001691-T1,GO:0008080
Tatro_008034-T1,GO:0005515;GO:0003677
Tatro_001092-T1,GO:0055085;GO:0022857;GO:0005215;GO:0016021
Tatro_009057-T1,GO:0030145;GO:0004177
Tatro_004759-T1,GO:0003824;GO:0016747;GO:0008152
Tatro_006664-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_002909-T1,GO:0016021;GO:0055085
Tatro_005288-T1,GO:0005515
Tatro_004900-T1,GO:0016192
Tatro_003920-T1,GO:0003676;GO:0006421;GO:0006418;GO:0005524;GO:0004812;GO:0005737;GO:0004816;GO:0000166
Tatro_010676-T1,GO:0043547;GO:0051056;GO:0005096;GO:0005488
Tatro_009993-T1,GO:0004518;GO:0006259;GO:0003677
Tatro_009637-T1,GO:0005515
Tatro_011349-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_000854-T1,GO:0046872
Tatro_005415-T1,GO:0003824
Tatro_006618-T1,GO:0042274;GO:0004521;GO:0000469
Tatro_005496-T1,GO:0016021;GO:0055085
Tatro_011459-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_004725-T1,GO:0010181;GO:0003824;GO:0016491;GO:0055114
Tatro_007848-T1,GO:0055114;GO:0016491
Tatro_008606-T1,GO:0006508;GO:0008236
Tatro_011496-T1,GO:0046856
Tatro_002141-T1,GO:0005886
Tatro_000754-T1,GO:0005515
Tatro_008475-T1,GO:0055114;GO:0016491
Tatro_002868-T1,GO:0008318;GO:0018342
Tatro_000305-T1,GO:0005515
Tatro_010180-T1,GO:0016021;GO:0055085
Tatro_003012-T1,GO:0016491;GO:0008152
Tatro_000779-T1,GO:0019867
Tatro_004624-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_003002-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_009759-T1,GO:0004066;GO:0006529
Tatro_007411-T1,GO:0016747
Tatro_000356-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_003065-T1,GO:0005515;GO:0008270
Tatro_010993-T1,GO:0016021;GO:0016757
Tatro_002814-T1,GO:0003824
Tatro_004913-T1,GO:0003743;GO:0005737;GO:0005852
Tatro_000806-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_008100-T1,GO:0005634;GO:0006355;GO:0008270;GO:0003700;GO:0000981
Tatro_000323-T1,GO:0016491;GO:0008152
Tatro_009379-T1,GO:0016787
Tatro_008224-T1,GO:0016021;GO:0055085
Tatro_001498-T1,GO:0016747
Tatro_008862-T1,GO:0008270
Tatro_004854-T1,GO:0005515
Tatro_009556-T1,GO:0016491;GO:0008152
Tatro_002162-T1,GO:0008080
Tatro_011956-T1,GO:0004553;GO:0005975
Tatro_007366-T1,GO:0055114;GO:0016491
Tatro_008211-T1,GO:0003824;GO:0006207;GO:0008152;GO:0004590
Tatro_003540-T1,GO:0005634;GO:0006355;GO:0008270;GO:0003700;GO:0000981
Tatro_011737-T1,GO:0006351;GO:0003899
Tatro_004831-T1,GO:0070290;GO:0008270
Tatro_005153-T1,GO:0005515
Tatro_001929-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_007311-T1,GO:0004084;GO:0003824;GO:0009081;GO:0008152
Tatro_004352-T1,GO:0006414;GO:0005525;GO:0003924;GO:0003746;GO:0005737
Tatro_005581-T1,GO:0005524
Tatro_004520-T1,GO:0022891;GO:0055085;GO:0016020;GO:0022857;GO:0005215;GO:0016021
Tatro_006516-T1,GO:0016491;GO:0008152
Tatro_011283-T1,GO:0005488
Tatro_006935-T1,GO:0003824;GO:0016787
Tatro_008678-T1,GO:0005515
Tatro_009333-T1,GO:0006508;GO:0004190
Tatro_002135-T1,GO:0005515
Tatro_001176-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_003343-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_004230-T1,GO:0003676;GO:0000166
Tatro_007637-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_001497-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_006418-T1,GO:0005525
Tatro_004439-T1,GO:0006694;GO:0008152;GO:0008168
Tatro_007113-T1,GO:0005737;GO:0004414;GO:0009086
Tatro_006293-T1,GO:0046872
Tatro_005780-T1,GO:0005509
Tatro_005384-T1,GO:0004709;GO:0004672;GO:0006468;GO:0005524;GO:0005737;GO:0051403
Tatro_011312-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_002728-T1,GO:0030248;GO:0005975;GO:0004553;GO:0005576
Tatro_001288-T1,GO:0008299
Tatro_010642-T1,GO:0003824;GO:0008484;GO:0008152
Tatro_007213-T1,GO:0005515
Tatro_010127-T1,GO:0005515
Tatro_003782-T1,GO:0055085
Tatro_007416-T1,GO:0006388;GO:0000213
Tatro_000301-T1,GO:0055114;GO:0016491
Tatro_011363-T1,GO:0055114;GO:0016491;GO:0009186
Tatro_002942-T1,GO:0004553;GO:0005975
Tatro_003883-T1,GO:0005096
Tatro_003021-T1,GO:0008289
Tatro_001862-T1,GO:0005975
Tatro_006514-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_000299-T1,GO:0016021;GO:0055085
Tatro_010382-T1,GO:0016788;GO:0009058
Tatro_011741-T1,GO:0016758;GO:0005789
Tatro_000448-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_010062-T1,GO:0036374;GO:0006749
Tatro_005830-T1,GO:0016301;GO:0005975
Tatro_001246-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_000376-T1,GO:0020037;GO:0016705;GO:0005506;GO:0055114
Tatro_011458-T1,GO:0006644;GO:0016746;GO:0008152
Tatro_009468-T1,GO:0070403
Tatro_009967-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_011297-T1,GO:0008080
Tatro_010891-T1,GO:0005506;GO:0055114;GO:0020037;GO:0016705
Tatro_009779-T1,GO:0005525
Tatro_007732-T1,GO:0016021;GO:0055085
Tatro_004433-T1,GO:0007034
Tatro_005257-T1,GO:0016021
Tatro_011913-T1,GO:0016021
Tatro_008602-T1,GO:0008061
Tatro_007986-T1,GO:0055114;GO:0016491
Tatro_003959-T1,GO:0005515;GO:0016491;GO:0008270;GO:0055114
Tatro_006542-T1,GO:0005515
Tatro_010380-T1,GO:0016021;GO:0055085
Tatro_001928-T1,GO:0016787;GO:0008152
Tatro_006332-T1,GO:0008152
Tatro_001907-T1,GO:0016021
Tatro_007101-T1,GO:0005515
Tatro_003614-T1,GO:0004489;GO:0055114;GO:0006555
Tatro_004815-T1,GO:0032259;GO:0001510;GO:0008168
Tatro_009743-T1,GO:0001104;GO:0016592;GO:0006357
Tatro_006833-T1,GO:0004674;GO:0004672;GO:0006468;GO:0005524
Tatro_003501-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001898-T1,GO:0003824;GO:0008496;GO:0016052
Tatro_007781-T1,GO:0008152;GO:0008168
Tatro_008574-T1,GO:0016491;GO:0008152
Tatro_004589-T1,GO:0003924;GO:0005525
Tatro_002925-T1,GO:0055114;GO:0016491
Tatro_011971-T1,GO:0003824;GO:0016491;GO:0050660;GO:0055114;GO:0016614
Tatro_000354-T1,GO:0003824
Tatro_002091-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_000511-T1,GO:0005515
Tatro_001349-T1,GO:0003824;GO:0050662
Tatro_003147-T1,GO:0005515
Tatro_008649-T1,GO:0003700;GO:0043565;GO:0006355
Tatro_005770-T1,GO:0005515;GO:0008270
Tatro_001958-T1,GO:0016209;GO:0055114;GO:0016491
Tatro_011358-T1,GO:0055114;GO:0016491
Tatro_000249-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_008107-T1,GO:0046982;GO:0000786;GO:0003677
Tatro_008996-T1,GO:0001671;GO:0051087;GO:0006950
Tatro_003139-T1,GO:0006559;GO:0004411;GO:0055114;GO:0006570
Tatro_002957-T1,GO:0016021;GO:0055085
Tatro_007354-T1,GO:0008237;GO:0016787;GO:0006508;GO:0008152
Tatro_001219-T1,GO:0003824;GO:0016763;GO:0009116;GO:0017061
Tatro_008657-T1,GO:0004484;GO:0006370;GO:0006397;GO:0031533
Tatro_004098-T1,GO:0016780;GO:0008654;GO:0016020
Tatro_006895-T1,GO:0006777;GO:0019008;GO:0030366;GO:0005829
Tatro_011021-T1,GO:0005515
Tatro_004023-T1,GO:0055085;GO:0015238;GO:0016020;GO:0006855;GO:0015297
Tatro_003311-T1,GO:0008270
Tatro_001973-T1,GO:0006470;GO:0004726;GO:0004725;GO:0005737;GO:0003993
Tatro_002373-T1,GO:0005488
Tatro_006267-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_006137-T1,GO:0003824
Tatro_007798-T1,GO:0006979;GO:0004096;GO:0055114;GO:0020037
Tatro_010365-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_004637-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_002872-T1,GO:0055114;GO:0016491
Tatro_007946-T1,GO:0016491;GO:0051287;GO:0055114;GO:0004616;GO:0008442
Tatro_005525-T1,GO:0004363;GO:0006750;GO:0005524;GO:0016874
Tatro_011191-T1,GO:0006886;GO:0006913;GO:0016020;GO:0005525;GO:0003924;GO:0007165;GO:0005622;GO:0007264;GO:0015031
Tatro_006380-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_010915-T1,GO:0006807;GO:0016810
Tatro_008919-T1,GO:0006355;GO:0008270;GO:0003700;GO:0006338;GO:0000228;GO:0043565
Tatro_003060-T1,GO:0019239
Tatro_002293-T1,GO:0016020
Tatro_000539-T1,GO:0006412;GO:0005622;GO:0003735;GO:0005840
Tatro_000157-T1,GO:0005515
Tatro_005171-T1,GO:0035091
Tatro_010986-T1,GO:0006796;GO:0005737;GO:0004427;GO:0000287
Tatro_008214-T1,GO:0048500;GO:0008312;GO:0006614
Tatro_002938-T1,GO:0046983
Tatro_005218-T1,GO:0005515
Tatro_000254-T1,GO:0005515
Tatro_006481-T1,GO:0005975
Tatro_000851-T1,GO:0006511
Tatro_011205-T1,GO:0003824;GO:0033961
Tatro_011116-T1,GO:0016310;GO:0016772
Tatro_000340-T1,GO:0016491;GO:0008152
Tatro_002452-T1,GO:0008017;GO:0000910;GO:0000226
Tatro_009838-T1,GO:0006351;GO:0003676;GO:0003899
Tatro_010358-T1,GO:0016491;GO:0008152
Tatro_001280-T1,GO:0005515
Tatro_003600-T1,GO:0005515;GO:0008270
Tatro_000962-T1,GO:0005515;GO:0005506;GO:0055114;GO:0020037;GO:0016705
Tatro_003068-T1,GO:0005576
Tatro_006831-T1,GO:0006468;GO:0004672;GO:0005524
Tatro_002932-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_009741-T1,GO:0005886
Tatro_006593-T1,GO:0005515
Tatro_000262-T1,GO:0055114;GO:0016491
Tatro_006149-T1,GO:0016021;GO:0055085
Tatro_006938-T1,GO:0055114;GO:0016491
Tatro_011835-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_007314-T1,GO:0055114;GO:0016491;GO:0071949
Tatro_011735-T1,GO:0016021;GO:0005787;GO:0008233;GO:0006465
Tatro_011490-T1,GO:0033179;GO:0015078;GO:0033177;GO:0015991
Tatro_004414-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001357-T1,GO:0051016;GO:0008290
Tatro_008040-T1,GO:0004497;GO:0016705;GO:0055114
Tatro_007234-T1,GO:0005515;GO:0005488;GO:0008270
Tatro_001696-T1,GO:0055114;GO:0016491
Tatro_003411-T1,GO:0033179;GO:0015078;GO:0000220;GO:0015991
Tatro_004776-T1,GO:0016491;GO:0008152
Tatro_008024-T1,GO:0055114;GO:0016491
Tatro_004880-T1,GO:0003824;GO:0030170;GO:0009058
Tatro_010529-T1,GO:0004017;GO:0005524
Tatro_006471-T1,GO:0004358;GO:0006526
Tatro_007635-T1,GO:0015079;GO:0071805;GO:0005887
Tatro_003233-T1,GO:0003824;GO:0008152
Tatro_002192-T1,GO:0005506;GO:0004497;GO:0055114;GO:0020037;GO:0016705
Tatro_007203-T1,GO:0016491;GO:0008152
Tatro_006908-T1,GO:0001104;GO:0016592;GO:0006357
Tatro_007381-T1,GO:0006412;GO:0015935;GO:0005622;GO:0003735;GO:0005840
Tatro_011418-T1,GO:0046872
Tatro_011110-T1,GO:0016831;GO:0003824;GO:0030170;GO:0019752
Tatro_006259-T1,GO:0005488
Tatro_004239-T1,GO:0006886;GO:0005622
Tatro_007344-T1,GO:0003824
Tatro_004694-T1,GO:0016021;GO:0055085
Tatro_008763-T1,GO:0016853
Tatro_011736-T1,GO:0016020
Tatro_004401-T1,GO:0006629
Tatro_008234-T1,GO:0051536;GO:0016020;GO:0009055;GO:0016491;GO:0016651;GO:0055114;GO:0008137;GO:0042773
Tatro_007890-T1,GO:0003824;GO:0050662
Tatro_010909-T1,GO:0003677;GO:0006351;GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_008873-T1,GO:0005515
Tatro_001878-T1,GO:0005515;GO:0005634;GO:0005622;GO:0000398;GO:0006396
Tatro_001783-T1,GO:0016787
Tatro_009751-T1,GO:0006021;GO:0008654;GO:0004512
Tatro_004720-T1,GO:0055085;GO:0022857;GO:0005215;GO:0016021
Tatro_009512-T1,GO:0005215;GO:0016020;GO:0006810
Tatro_002292-T1,GO:0032865;GO:0007005
Tatro_011214-T1,GO:0005515;GO:0000042
Tatro_007379-T1,GO:0019205;GO:0006139;GO:0005524;GO:0006172;GO:0004017;GO:0016776
Tatro_005584-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_001799-T1,GO:0055114;GO:0016491;GO:0008270
Tatro_009492-T1,GO:0005484;GO:0005794;GO:0006810
Tatro_003740-T1,GO:0016021;GO:0005215;GO:0055085
Tatro_005840-T1,GO:0003779;GO:0005622
Tatro_004210-T1,GO:0046872
Tatro_001589-T1,GO:0003824
Tatro_000802-T1,GO:0004553;GO:0005975
Tatro_011133-T1,GO:0004553;GO:0005975
Tatro_008174-T1,GO:0003677;GO:0006351;GO:0046983;GO:0003899
Tatro_006531-T1,GO:0005524;GO:0004798;GO:0006233
Tatro_002346-T1,GO:0000981;GO:0005634;GO:0006355;GO:0008270
Tatro_006640-T1,GO:0004553;GO:0005975
Tatro_009291-T1,GO:0006886;GO:0008536;GO:0005488
Tatro_001945-T1,GO:0005515
Tatro_003490-T1,GO:0016740;GO:0003824;GO:0004372;GO:0030170;GO:0006544;GO:0006563
Tatro_008524-T1,GO:0016491;GO:0008152
Tatro_011037-T1,GO:0006351;GO:0005634;GO:0003677;GO:0008270
Tatro_009904-T1,GO:0005634;GO:0006355;GO:0008270;GO:0000981
Tatro_007123-T1,GO:0016020
Tatro_010606-T1,GO:0006412;GO:0005840;GO:0003735
Tatro_010508-T1,GO:0005515
Tatro_004340-T1,GO:0016021;GO:0055085
Tatro_003552-T1,GO:0019843;GO:0005622;GO:0003723
Tatro_010339-T1,GO:0005488
Tatro_001491-T1,GO:0006508;GO:0005622;GO:0004198
Tatro_000966-T1,GO:0003677;GO:0005634;GO:0003887;GO:0008270;GO:0003676;GO:0006260;GO:0008408;GO:0000166
Tatro_003197-T1,GO:0003824;GO:0030170;GO:0009058
Tatro_010702-T1,GO:0006414;GO:0005525;GO:0003924;GO:0005622;GO:0003746
Tatro_009303-T1,GO:0019239
Tatro_003294-T1,GO:0003676;GO:0000166
Tatro_005263-T1,GO:0035434;GO:0016021;GO:0005375
Tatro_011010-T1,GO:0003824;GO:0030170;GO:0009058
Tatro_000974-T1,GO:0016021;GO:0017176;GO:0006506
